filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20180903_145422 00269.jpg,1230485,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[821,742,729,799,821],""all_points_y"":[1554,1633,1537,1484,1550]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00270.jpg,1223109,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[781,702,702,795,799,781],""all_points_y"":[1541,1611,1519,1471,1532,1541]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00271.jpg,1226992,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[760,716,685,685,751,781,760],""all_points_y"":[1554,1611,1598,1559,1480,1497,1545]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00272.jpg,1058108,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[751,781,738,680,663,742],""all_points_y"":[1480,1515,1589,1602,1537,1480]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00273.jpg,1171920,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[764,724,654,667,760,760],""all_points_y"":[1493,1607,1594,1528,1497,1488]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00274.jpg,1174527,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[746,711,663,641,711,742],""all_points_y"":[1506,1616,1611,1559,1493,1501]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00275.jpg,1158539,"{}",1,0,"{""name"":""polyline"",""all_points_x"":[729,707,659,615,711,724],""all_points_y"":[1510,1642,1633,1554,1501,1506]}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00401.jpg,1189423,"{}",1,0,"{""name"":""rect"",""x"":335,""y"":1164,""width"":251,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00402.jpg,1177610,"{}",1,0,"{""name"":""rect"",""x"":344,""y"":1159,""width"":247,""height"":270}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00403.jpg,1162002,"{}",1,0,"{""name"":""rect"",""x"":344,""y"":1159,""width"":214,""height"":270}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00404.jpg,1147089,"{}",1,0,"{""name"":""rect"",""x"":340,""y"":1141,""width"":247,""height"":293}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00405.jpg,1127375,"{}",1,0,"{""name"":""rect"",""x"":344,""y"":1145,""width"":247,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00406.jpg,1092032,"{}",1,0,"{""name"":""rect"",""x"":354,""y"":1150,""width"":237,""height"":284}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00407.jpg,1038373,"{}",1,0,"{""name"":""rect"",""x"":349,""y"":1154,""width"":242,""height"":289}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00408.jpg,1032120,"{}",1,0,"{""name"":""rect"",""x"":331,""y"":1164,""width"":265,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00409.jpg,1028630,"{}",1,0,"{""name"":""rect"",""x"":354,""y"":1154,""width"":247,""height"":307}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00410.jpg,1019882,"{}",1,0,"{""name"":""rect"",""x"":354,""y"":1192,""width"":265,""height"":261}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00411.jpg,1021285,"{}",1,0,"{""name"":""rect"",""x"":363,""y"":1192,""width"":242,""height"":275}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00412.jpg,1017571,"{}",1,0,"{""name"":""rect"",""x"":372,""y"":1192,""width"":261,""height"":307}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00413.jpg,997871,"{}",1,0,"{""name"":""rect"",""x"":377,""y"":1201,""width"":265,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00414.jpg,994650,"{}",1,0,"{""name"":""rect"",""x"":391,""y"":1220,""width"":242,""height"":275}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00415.jpg,990902,"{}",1,0,"{""name"":""rect"",""x"":391,""y"":1215,""width"":270,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00416.jpg,990145,"{}",1,0,"{""name"":""rect"",""x"":396,""y"":1220,""width"":279,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00417.jpg,995154,"{}",1,0,"{""name"":""rect"",""x"":419,""y"":1252,""width"":256,""height"":275}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00418.jpg,1000145,"{}",1,0,"{""name"":""rect"",""x"":405,""y"":1262,""width"":279,""height"":284}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00419.jpg,1017230,"{}",1,0,"{""name"":""rect"",""x"":419,""y"":1276,""width"":261,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00420.jpg,1037776,"{}",1,0,"{""name"":""rect"",""x"":419,""y"":1262,""width"":251,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00421.jpg,1049283,"{}",1,0,"{""name"":""rect"",""x"":428,""y"":1289,""width"":261,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00422.jpg,941900,"{}",1,0,"{""name"":""rect"",""x"":428,""y"":1285,""width"":256,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00423.jpg,1053442,"{}",1,0,"{""name"":""rect"",""x"":424,""y"":1327,""width"":256,""height"":275}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00424.jpg,1068043,"{}",1,0,"{""name"":""rect"",""x"":410,""y"":1327,""width"":289,""height"":293}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00425.jpg,1074305,"{}",1,0,"{""name"":""rect"",""x"":410,""y"":1345,""width"":279,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00426.jpg,1083852,"{}",1,0,"{""name"":""rect"",""x"":410,""y"":1350,""width"":275,""height"":275}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00427.jpg,1082177,"{}",1,0,"{""name"":""rect"",""x"":414,""y"":1355,""width"":265,""height"":289}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00428.jpg,1091964,"{}",1,0,"{""name"":""rect"",""x"":400,""y"":1355,""width"":275,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00429.jpg,1104209,"{}",1,0,"{""name"":""rect"",""x"":410,""y"":1364,""width"":256,""height"":270}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00430.jpg,1098042,"{}",1,0,"{""name"":""rect"",""x"":400,""y"":1364,""width"":279,""height"":289}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00431.jpg,1107306,"{}",1,0,"{""name"":""rect"",""x"":405,""y"":1355,""width"":265,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00432.jpg,1103176,"{}",1,0,"{""name"":""rect"",""x"":391,""y"":1373,""width"":279,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00433.jpg,1105284,"{}",1,0,"{""name"":""rect"",""x"":396,""y"":1369,""width"":242,""height"":270}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00434.jpg,1113767,"{}",1,0,"{""name"":""rect"",""x"":382,""y"":1373,""width"":265,""height"":270}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00435.jpg,1112584,"{}",1,0,"{""name"":""rect"",""x"":396,""y"":1364,""width"":242,""height"":284}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00436.jpg,1109139,"{}",1,0,"{""name"":""rect"",""x"":363,""y"":1364,""width"":265,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00437.jpg,1108747,"{}",1,0,"{""name"":""rect"",""x"":363,""y"":1369,""width"":256,""height"":265}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00438.jpg,1107481,"{}",1,0,"{""name"":""rect"",""x"":377,""y"":1369,""width"":247,""height"":289}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00439.jpg,1097709,"{}",1,0,"{""name"":""rect"",""x"":363,""y"":1378,""width"":284,""height"":284}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00440.jpg,1085716,"{}",1,0,"{""name"":""rect"",""x"":354,""y"":1383,""width"":270,""height"":270}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00441.jpg,1075636,"{}",1,0,"{""name"":""rect"",""x"":372,""y"":1387,""width"":242,""height"":275}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00442.jpg,1063794,"{}",1,0,"{""name"":""rect"",""x"":354,""y"":1387,""width"":284,""height"":289}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00443.jpg,1054260,"{}",1,0,"{""name"":""rect"",""x"":382,""y"":1401,""width"":233,""height"":256}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00444.jpg,1059628,"{}",1,0,"{""name"":""rect"",""x"":372,""y"":1401,""width"":265,""height"":265}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00445.jpg,1060529,"{}",1,0,"{""name"":""rect"",""x"":382,""y"":1406,""width"":261,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00446.jpg,1054928,"{}",1,0,"{""name"":""rect"",""x"":391,""y"":1392,""width"":247,""height"":284}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00447.jpg,1041961,"{}",1,0,"{""name"":""rect"",""x"":372,""y"":1429,""width"":289,""height"":256}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00448.jpg,1026763,"{}",1,0,"{""name"":""rect"",""x"":396,""y"":1415,""width"":251,""height"":261}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00449.jpg,987328,"{}",1,0,"{""name"":""rect"",""x"":382,""y"":1415,""width"":284,""height"":289}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00450.jpg,969357,"{}",1,0,"{""name"":""rect"",""x"":368,""y"":1420,""width"":289,""height"":293}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00451.jpg,965012,"{}",1,0,"{""name"":""rect"",""x"":414,""y"":1438,""width"":270,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00452.jpg,880722,"{}",1,0,"{""name"":""rect"",""x"":419,""y"":1457,""width"":275,""height"":284}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00453.jpg,965702,"{}",1,0,"{""name"":""rect"",""x"":428,""y"":1420,""width"":265,""height"":331}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00454.jpg,979762,"{}",1,0,"{""name"":""rect"",""x"":438,""y"":1448,""width"":265,""height"":284}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00455.jpg,983695,"{}",1,0,"{""name"":""rect"",""x"":442,""y"":1471,""width"":284,""height"":265}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00456.jpg,983058,"{}",1,0,"{""name"":""rect"",""x"":475,""y"":1471,""width"":228,""height"":293}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00457.jpg,977630,"{}",1,0,"{""name"":""rect"",""x"":475,""y"":1471,""width"":275,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00458.jpg,978511,"{}",1,0,"{""name"":""rect"",""x"":489,""y"":1499,""width"":293,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00459.jpg,983764,"{}",1,0,"{""name"":""rect"",""x"":521,""y"":1499,""width"":275,""height"":289}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00460.jpg,1003692,"{}",1,0,"{""name"":""rect"",""x"":517,""y"":1499,""width"":307,""height"":293}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00461.jpg,1017924,"{}",1,0,"{""name"":""rect"",""x"":535,""y"":1513,""width"":293,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00462.jpg,1039229,"{}",1,0,"{""name"":""rect"",""x"":531,""y"":1522,""width"":326,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00463.jpg,1065003,"{}",1,0,"{""name"":""rect"",""x"":573,""y"":1546,""width"":307,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00464.jpg,1080423,"{}",1,0,"{""name"":""rect"",""x"":582,""y"":1559,""width"":298,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00465.jpg,1085377,"{}",1,0,"{""name"":""rect"",""x"":591,""y"":1578,""width"":340,""height"":293}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00466.jpg,1109911,"{}",1,0,"{""name"":""rect"",""x"":614,""y"":1583,""width"":312,""height"":289}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00467.jpg,1128604,"{}",1,0,"{""name"":""rect"",""x"":642,""y"":1620,""width"":303,""height"":256}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00468.jpg,1128802,"{}",1,0,"{""name"":""rect"",""x"":652,""y"":1620,""width"":312,""height"":289}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00469.jpg,1126422,"{}",1,0,"{""name"":""rect"",""x"":633,""y"":1620,""width"":340,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00470.jpg,1129359,"{}",1,0,"{""name"":""rect"",""x"":633,""y"":1639,""width"":354,""height"":261}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00471.jpg,1121019,"{}",1,0,"{""name"":""rect"",""x"":698,""y"":1611,""width"":293,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00472.jpg,1124549,"{}",1,0,"{""name"":""rect"",""x"":689,""y"":1639,""width"":317,""height"":284}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00473.jpg,1132433,"{}",1,0,"{""name"":""rect"",""x"":712,""y"":1634,""width"":307,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00474.jpg,1130339,"{}",1,0,"{""name"":""rect"",""x"":708,""y"":1639,""width"":340,""height"":298}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00475.jpg,1134452,"{}",1,0,"{""name"":""rect"",""x"":703,""y"":1629,""width"":335,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00601.jpg,1010820,"{}",1,0,"{""name"":""rect"",""x"":558,""y"":1155,""width"":465,""height"":378}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00602.jpg,955666,"{}",1,0,"{""name"":""rect"",""x"":544,""y"":1159,""width"":430,""height"":329}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00603.jpg,1021723,"{}",1,0,"{""name"":""rect"",""x"":487,""y"":1141,""width"":474,""height"":316}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00604.jpg,1022318,"{}",1,0,"{""name"":""rect"",""x"":496,""y"":1111,""width"":479,""height"":404}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00605.jpg,1029630,"{}",1,0,"{""name"":""rect"",""x"":465,""y"":1137,""width"":487,""height"":325}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00606.jpg,1021912,"{}",1,0,"{""name"":""rect"",""x"":474,""y"":1111,""width"":487,""height"":325}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00607.jpg,1019781,"{}",1,0,"{""name"":""rect"",""x"":465,""y"":1111,""width"":470,""height"":325}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00608.jpg,1032607,"{}",1,0,"{""name"":""rect"",""x"":496,""y"":1071,""width"":443,""height"":334}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00609.jpg,1038370,"{}",1,0,"{""name"":""rect"",""x"":461,""y"":1054,""width"":457,""height"":364}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00610.jpg,1040882,"{}",1,0,"{""name"":""rect"",""x"":492,""y"":1067,""width"":448,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00611.jpg,1046514,"{}",1,0,"{""name"":""rect"",""x"":496,""y"":1019,""width"":465,""height"":373}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00612.jpg,1061105,"{}",1,0,"{""name"":""rect"",""x"":505,""y"":1010,""width"":470,""height"":369}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00613.jpg,1079398,"{}",1,0,"{""name"":""rect"",""x"":540,""y"":1036,""width"":448,""height"":334}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00614.jpg,1098720,"{}",1,0,"{""name"":""rect"",""x"":549,""y"":1014,""width"":452,""height"":360}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00615.jpg,1116318,"{}",1,0,"{""name"":""rect"",""x"":558,""y"":1014,""width"":465,""height"":360}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00616.jpg,1123177,"{}",1,0,"{""name"":""rect"",""x"":580,""y"":1023,""width"":461,""height"":351}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00617.jpg,1133601,"{}",1,0,"{""name"":""rect"",""x"":593,""y"":1045,""width"":474,""height"":320}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00618.jpg,1147225,"{}",1,0,"{""name"":""rect"",""x"":619,""y"":1036,""width"":426,""height"":329}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00619.jpg,1158257,"{}",1,0,"{""name"":""rect"",""x"":606,""y"":966,""width"":457,""height"":382}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00620.jpg,1165170,"{}",1,0,"{""name"":""rect"",""x"":610,""y"":966,""width"":483,""height"":395}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00621.jpg,1173093,"{}",1,0,"{""name"":""rect"",""x"":623,""y"":961,""width"":457,""height"":364}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00622.jpg,1180184,"{}",1,0,"{""name"":""rect"",""x"":615,""y"":961,""width"":408,""height"":369}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00623.jpg,1187735,"{}",1,0,"{""name"":""rect"",""x"":637,""y"":970,""width"":364,""height"":369}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00624.jpg,1185173,"{}",1,0,"{""name"":""rect"",""x"":632,""y"":948,""width"":369,""height"":369}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00625.jpg,1196504,"{}",1,0,"{""name"":""rect"",""x"":645,""y"":948,""width"":369,""height"":417}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00626.jpg,1200567,"{}",1,0,"{""name"":""rect"",""x"":645,""y"":975,""width"":347,""height"":329}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00627.jpg,1208532,"{}",1,0,"{""name"":""rect"",""x"":645,""y"":940,""width"":369,""height"":378}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00628.jpg,1221005,"{}",1,0,"{""name"":""rect"",""x"":647,""y"":940,""width"":340,""height"":358}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00629.jpg,1232470,"{}",1,0,"{""name"":""rect"",""x"":652,""y"":940,""width"":340,""height"":349}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00630.jpg,1244042,"{}",1,0,"{""name"":""rect"",""x"":638,""y"":945,""width"":377,""height"":391}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00631.jpg,1247848,"{}",1,0,"{""name"":""rect"",""x"":647,""y"":950,""width"":396,""height"":410}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00632.jpg,1119432,"{}",1,0,"{""name"":""rect"",""x"":633,""y"":968,""width"":391,""height"":372}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00633.jpg,1207152,"{}",1,0,"{""name"":""rect"",""x"":666,""y"":987,""width"":312,""height"":358}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00634.jpg,1204148,"{}",1,0,"{""name"":""rect"",""x"":647,""y"":1010,""width"":331,""height"":354}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00635.jpg,1192901,"{}",1,0,"{""name"":""rect"",""x"":666,""y"":1029,""width"":372,""height"":368}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00636.jpg,1186054,"{}",1,0,"{""name"":""rect"",""x"":680,""y"":1061,""width"":317,""height"":349}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00637.jpg,1184824,"{}",1,0,"{""name"":""rect"",""x"":656,""y"":1108,""width"":368,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00638.jpg,1180688,"{}",1,0,"{""name"":""rect"",""x"":670,""y"":1085,""width"":317,""height"":335}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00639.jpg,1180226,"{}",1,0,"{""name"":""rect"",""x"":680,""y"":1127,""width"":275,""height"":307}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00640.jpg,1181512,"{}",1,0,"{""name"":""rect"",""x"":628,""y"":1113,""width"":344,""height"":363}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00641.jpg,1181749,"{}",1,0,"{""name"":""rect"",""x"":656,""y"":1178,""width"":289,""height"":307}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00642.jpg,1179706,"{}",1,0,"{""name"":""rect"",""x"":652,""y"":1150,""width"":317,""height"":344}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00643.jpg,1197213,"{}",1,0,"{""name"":""rect"",""x"":647,""y"":1150,""width"":307,""height"":363}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00644.jpg,1213741,"{}",1,0,"{""name"":""rect"",""x"":647,""y"":1173,""width"":289,""height"":349}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00645.jpg,1220912,"{}",1,0,"{""name"":""rect"",""x"":661,""y"":1173,""width"":270,""height"":358}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00646.jpg,1207326,"{}",1,0,"{""name"":""rect"",""x"":661,""y"":1201,""width"":293,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00647.jpg,1198086,"{}",1,0,"{""name"":""rect"",""x"":652,""y"":1206,""width"":331,""height"":331}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00648.jpg,1193616,"{}",1,0,"{""name"":""rect"",""x"":656,""y"":1224,""width"":307,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00649.jpg,1218226,"{}",1,0,"{""name"":""rect"",""x"":670,""y"":1220,""width"":303,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00650.jpg,1234016,"{}",1,0,"{""name"":""rect"",""x"":703,""y"":1234,""width"":312,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00651.jpg,1229200,"{}",1,0,"{""name"":""rect"",""x"":703,""y"":1220,""width"":303,""height"":335}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00652.jpg,1220178,"{}",1,0,"{""name"":""rect"",""x"":698,""y"":1229,""width"":317,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00653.jpg,1212716,"{}",1,0,"{""name"":""rect"",""x"":717,""y"":1234,""width"":298,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00654.jpg,1209995,"{}",1,0,"{""name"":""rect"",""x"":731,""y"":1234,""width"":303,""height"":303}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00655.jpg,1198040,"{}",1,0,"{""name"":""rect"",""x"":740,""y"":1238,""width"":275,""height"":284}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00656.jpg,1194985,"{}",1,0,"{""name"":""rect"",""x"":740,""y"":1229,""width"":312,""height"":326}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00657.jpg,1212150,"{}",1,0,"{""name"":""rect"",""x"":782,""y"":1220,""width"":284,""height"":331}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00658.jpg,1222589,"{}",1,0,"{""name"":""rect"",""x"":777,""y"":1229,""width"":317,""height"":317}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00659.jpg,1221108,"{}",1,0,"{""name"":""rect"",""x"":815,""y"":1220,""width"":289,""height"":317}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00660.jpg,1210390,"{}",1,0,"{""name"":""rect"",""x"":833,""y"":1224,""width"":303,""height"":340}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00661.jpg,1199802,"{}",1,0,"{""name"":""rect"",""x"":871,""y"":1266,""width"":275,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00662.jpg,973803,"{}",1,0,"{""name"":""rect"",""x"":884,""y"":1280,""width"":307,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00663.jpg,1104836,"{}",1,0,"{""name"":""rect"",""x"":908,""y"":1266,""width"":307,""height"":293}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00664.jpg,1128528,"{}",1,0,"{""name"":""rect"",""x"":926,""y"":1294,""width"":289,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00665.jpg,1145166,"{}",1,0,"{""name"":""rect"",""x"":926,""y"":1266,""width"":331,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00666.jpg,1147997,"{}",1,0,"{""name"":""rect"",""x"":954,""y"":1308,""width"":321,""height"":279}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00667.jpg,1148468,"{}",1,0,"{""name"":""rect"",""x"":1001,""y"":1308,""width"":307,""height"":270}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00668.jpg,1137780,"{}",1,0,"{""name"":""rect"",""x"":996,""y"":1308,""width"":349,""height"":275}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00669.jpg,1127932,"{}",1,0,"{""name"":""rect"",""x"":1015,""y"":1308,""width"":363,""height"":312}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00670.jpg,1139233,"{}",1,0,"{""name"":""rect"",""x"":1033,""y"":1327,""width"":354,""height"":275}","{""Type"":""Open"",""Contraband"":""Pistol""}"
20180903_145422 00671.jpg,1142557,"{}",1,0,"{""name"":""rect"",""x"":1071,""y"":1345,""width"":303,""height"":256}","{""Type"":""Open"",""Contraband"":""Pistol""}"
